Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B	pmid/DOI
329	BIRC2	51027	BOLA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
329	BIRC2	55093	WDYHV1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
329	BIRC2	55840	EAF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
329	BIRC2	56915	EXOSC5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
329	BIRC2	79444	BIRC7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
329	BIRC2	79571	GCC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
329	BIRC2	80705	TSGA10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
329	BIRC2	152926	PPM1K	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	842	CASP9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	843	CASP10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	1163	CKS1B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	2071	ERCC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	5985	RFC5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	8767	RIPK2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	10783	NEK6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	55048	VPS37C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	91694	LONRF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
331	XIAP	117178	SSX2IP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
335	APOA1	116173	CMTM5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
336	APOA2	117144	CATSPER1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
347	APOD	9218	VAPA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
356	FASLG	7205	TRIP6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
356	FASLG	8601	RGS20	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
356	FASLG	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
356	FASLG	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	358	AQP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	373	TRIM23	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	2353	FOS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	3881	KRT31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	3884	KRT33B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	6477	SIAH1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	6925	TCF4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	7185	TRAF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	7186	TRAF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	7205	TRIP6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	8601	RGS20	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	10188	TNK2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	10253	SPRY2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	11043	MID2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	22806	IKZF3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	22807	IKZF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	26575	RGS17	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	54793	KCTD9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	55118	CRTAC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	64651	CSRNP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	64753	CCDC136	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	80817	CEP44	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	83899	KRTAP9-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	85291	KRTAP4-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	85376	RIMBP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	123722	FSD2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	158405	KIAA1958	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	284001	CCDC57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	285622	NBPF22P	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	339834	CCDC36	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
358	AQP1	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
362	AQP5	3190	HNRNPK	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
362	AQP5	3881	KRT31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
362	AQP5	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
362	AQP5	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
366	AQP9	89885	FATE1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
369	ARAF	3845	KRAS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
369	ARAF	57085	AGTRAP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	373	TRIM23	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	573	BAG1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	1039	CDR2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	1329	COX5B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	1641	DCX	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	1794	DOCK2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	2624	GATA2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	3215	HOXB5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	3801	KIFC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	3853	KRT6A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	3964	LGALS8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	4005	LMO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	5252	PHF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	5296	PIK3R2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	5682	PSMA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	6477	SIAH1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	6591	SNAI2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	6615	SNAI1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	6628	SNRPB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	7114	TMSB4X	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	7128	TNFAIP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	7185	TRAF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	7329	UBE2I	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	7918	GPANK1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	8502	PKP4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	8859	STK19	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	9063	PIAS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	9547	CXCL14	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	9586	CREB5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	9929	JOSD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	10024	TROAP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	10174	SORBS3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	10524	KAT5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	10783	NEK6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	10868	USP20	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	11144	DMC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	23650	TRIM29	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	23759	PPIL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	27129	HSPB7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	27238	GPKOW	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	27247	NFU1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	27343	POLL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	50650	ARHGEF3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	51073	MRPL4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	51324	SPG21	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	51545	ZNF581	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	54540	FAM193B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	54906	FAM208B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	55138	FAM90A1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	55246	CCDC25	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	55633	TBC1D22B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	55738	ARFGAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	55840	EAF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	55916	NXT2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	56006	SMG9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	57542	KLHL42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	57616	TSHZ3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	57639	CCDC146	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	57674	RNF213	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	58524	DMRT3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	63898	SH2D4A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	64170	CARD9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	64396	GMCL1P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	65117	RSRC2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	65265	C8orf33	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	79173	C19orf57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	79446	WDR25	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	79696	ZC2HC1C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	81567	TXNDC5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	83541	FAM110A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	83640	FAM103A1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	84294	UTP23	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	84311	MRPL45	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	84832	ANKRD36BP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	84985	FAM83A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	85302	FBF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	91647	ATPAF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	113115	MTFR2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	116349	C5orf55	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	118812	MORN4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	147525	LINC00526	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	154865	IQUB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	163050	ZNF564	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	166979	CDC20B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	170954	PPP1R18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	220136	CFAP53	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	255167	LINC01018	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	285093	RTP5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	286499	FAM133A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	287015	TRIM42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	391257	SUMO1P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	644903	FLJ38668	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
373	TRIM23	729603	LOC729603	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
374	AREG	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
378	ARF4	27111	SDCBP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
379	ARL4D	79839	CCDC102B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
387	RHOA	396	ARHGDIA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
387	RHOA	7205	TRIP6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
387	RHOA	9750	FAM65B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
387	RHOA	22806	IKZF3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
389	RHOC	9750	FAM65B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
398	ARHGDIG	79036	KXD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
398	ARHGDIG	645455	CEP170P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
402	ARL2	5147	PDE6D	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
402	ARL2	9094	UNC119	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
402	ARL2	23568	ARL2BP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
402	ARL2	79718	TBL1XR1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
406	ARNTL	3091	HIF1A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
407	ARR3	10733	PLK4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
407	ARR3	23099	ZBTB43	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
407	ARR3	84838	ZNF496	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
408	ARRB1	5601	MAPK9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
409	ARRB2	5601	MAPK9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
410	ARSA	9319	TRIP13	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
435	ASL	435	ASL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
435	ASL	55093	WDYHV1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
439	ASNA1	444	ASPH	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
439	ASNA1	2882	GPX7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
439	ASNA1	29923	HILPDA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
440	ASNS	140691	TRIM69	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
440	ASNS	253769	WDR27	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
443	ASPA	91703	ACY3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
445	ASS1	445	ASS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
463	ZFHX3	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	1054	CEBPG	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	2800	GOLGA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	2874	GPS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	8419	BFSP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	8945	BTRC	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	10403	NDC80	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	23641	LDOC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	29903	CCDC106	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	57761	TRIB3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	79571	GCC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	390535	GOLGA8EP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
468	ATF4	440321	FLJ32679	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
475	ATOX1	755	C21orf2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
475	ATOX1	9453	GGPS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
475	ATOX1	55007	FAM118A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
496	ATP4B	23582	CCNDBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
498	ATP5A1	506	ATP5B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
506	ATP5B	91647	ATPAF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
516	ATP5G1	140691	TRIM69	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
526	ATP6V1B2	6925	TCF4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
527	ATP6V0C	1896	EDA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
527	ATP6V0C	4481	MSR1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
527	ATP6V0C	5684	PSMA3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
527	ATP6V0C	85027	SMIM3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
528	ATP6V1C1	528	ATP6V1C1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	3860	KRT13	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	3866	KRT15	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	7205	TRIP6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	7541	ZBTB14	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	9240	PNMA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	10403	NDC80	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	22978	NT5C2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	24144	TFIP11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	64753	CCDC136	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	79618	HMBOX1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	80321	CEP70	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	83878	USHBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
539	ATP5O	145282	MIPOL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
570	BAAT	390535	GOLGA8EP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
570	BAAT	440321	FLJ32679	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
570	BAAT	100132565	GOLGA8F	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
570	BAAT	100132979	GOLGA8DP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
572	BAD	598	BCL2L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
573	BAG1	3312	HSPA8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
573	BAG1	5708	PSMD2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
573	BAG1	5987	TRIM27	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
577	BAI3	253635	GPATCH11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
578	BAK1	597	BCL2A1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
